videoWebUrl,submittedVideoUrl,input,cid,createTime,createTimeISO,text,diggCount,likedByAuthor,pinnedByAuthor,repliesToId,replyCommentTotal,uid,uniqueId,avatarThumbnail,mentions,detailedMentions
https://www.tiktok.com/@andromeda_mercury/video/7533268539193576760,https://www.tiktok.com/@andromeda_mercury/video/7533268539193576760,https://www.tiktok.com/@andromeda_mercury/video/7533268539193576760,7533292603304592146,1753981372,2025-07-31T17:02:52.000Z,harga diri kejaksaan dan pengadilan dipermalukan oleh seorang presiden,108,False,False,,6.0,6825555957264827393,ve7786,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/5028d2735576bce16cac3a889b9ec88f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2387a068&x-expires=1754067600&x-signature=UQZJPOAde5vh%2FaYikykhnKaEyaM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@andromeda_mercury/video/7533268539193576760,https://www.tiktok.com/@andromeda_mercury/video/7533268539193576760,https://www.tiktok.com/@andromeda_mercury/video/7533268539193576760,7533269482887529234,1753975990,2025-07-31T15:33:10.000Z,puncak ketidak keadilan terlihat di kasus ini😭😭😭😭😭😭,157,False,False,,1.0,7401746042770932742,boss.feryy,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/ba2678689205c823fd839eb8c7554646~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7cc8534f&x-expires=1754067600&x-signature=pZxSsVSuui4O4fGQ1jpk3upgnWs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@andromeda_mercury/video/7533268539193576760,https://www.tiktok.com/@andromeda_mercury/video/7533268539193576760,https://www.tiktok.com/@andromeda_mercury/video/7533268539193576760,7533285796661625607,1753979787,2025-07-31T16:36:27.000Z,"sudah di bilang kalo pemimpin udah bertindak bawahan bakal nurut, tapi pendukungnya bilang pemimpim gabisa bertindak seenaknya semua harus ada persetujuan wkwk",12,False,False,,1.0,7063825827360211969,satriaaa299,https://p16-common-sign-va.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d7152e75&x-expires=1754067600&x-signature=p7UKDR2zNsZUH3t%2Fd63EG3sDKxk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@andromeda_mercury/video/7533268539193576760,https://www.tiktok.com/@andromeda_mercury/video/7533268539193576760,https://www.tiktok.com/@andromeda_mercury/video/7533268539193576760,7533276345839141639,1753977589,2025-07-31T15:59:49.000Z,kasus tom lembong dn hasto sepertinya kasus pesanan mulyono🗿🗿🗿,81,False,False,,8.0,7186215544290051098,fatir.junior,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/d6c00be9cc68ffd1cddb204ae9c61be2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=765f934b&x-expires=1754067600&x-signature=v8XAoyqMtPoKQr1Rq9xcnkRBBa0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@andromeda_mercury/video/7533268539193576760,https://www.tiktok.com/@andromeda_mercury/video/7533268539193576760,https://www.tiktok.com/@andromeda_mercury/video/7533268539193576760,7533277922515206920,1753977956,2025-07-31T16:05:56.000Z,"yg satu nekan yg satu tarik,,, padahal kerja sama mereka 😅",97,False,False,,12.0,6908098902340682754,abangnas1202,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/8953ff6b43a9baddeb1e0f0a15831712~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=353e8100&x-expires=1754067600&x-signature=zyohTD8PacU3CGVnShrtfUoc0Dw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@andromeda_mercury/video/7533268539193576760,https://www.tiktok.com/@andromeda_mercury/video/7533268539193576760,https://www.tiktok.com/@andromeda_mercury/video/7533268539193576760,7533277546118431504,1753977875,2025-07-31T16:04:35.000Z,"giliran ngeluarin kartu saktinya..
disangkanya maen pahlawan2an lah..
setingan lah..
jgn matikan hati kalian kawan..
karena jika sudah mati sulit diobati..
btw makasi pak presiden 👍",27,False,False,,12.0,7079376215068967938,eko...prasetyo,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/688456e9bec09e75794bded897486936~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fe507659&x-expires=1754067600&x-signature=9S6HEkw7xExC8E9qMtMKyRFTAas%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@andromeda_mercury/video/7533268539193576760,https://www.tiktok.com/@andromeda_mercury/video/7533268539193576760,https://www.tiktok.com/@andromeda_mercury/video/7533268539193576760,7533292064264635154,1753981245,2025-07-31T17:00:45.000Z,"Anak2 abah yg katanya pintar2; harap tahu bahwa presiden sebagai eksekutif puncak memiliki hak2 khusus; diantara nya abolisi dan grasi. Sebagai eksekutif, presiden tidak bisa mengatur-atur hakim dan jaksa (yudikatif). Jadi pilihan penyelesaiannya adalah dgn penggunaan hak2 presiden yg berkenaan dgn putusan pengadilan.",22,False,False,,9.0,7212466500065428482,satrio.tone,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7271391226249609222~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0a60f114&x-expires=1754067600&x-signature=LfJe4wwJhl40WMuelEJ13B%2FYr2k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@andromeda_mercury/video/7533268539193576760,https://www.tiktok.com/@andromeda_mercury/video/7533268539193576760,https://www.tiktok.com/@andromeda_mercury/video/7533268539193576760,7533278767905899285,1753978150,2025-07-31T16:09:10.000Z,serba salah jadi pemerintah🗿di penjara salah di bebasin salah juga,15,False,False,,7.0,6596444196810489857,username28022007,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/01c5d9215eb47d6d0998a6ccf542ef4a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ccbe8fd9&x-expires=1754067600&x-signature=izkhaJhVIOYlv0N3YYZogXCDcdQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@andromeda_mercury/video/7533268539193576760,https://www.tiktok.com/@andromeda_mercury/video/7533268539193576760,https://www.tiktok.com/@andromeda_mercury/video/7533268539193576760,7533294707732955920,1753981862,2025-07-31T17:11:02.000Z,"emang salah. salah trbesar itu mperkarakan yg tdk salah, yah otomatis rakyat cerdas slaahin lahh. tuh antek2 pendukung wowo n wiwi aman2 aja mesti korupsi bertingkat2. gak usah lu tanye siape ye..lu searching aje ndiri",20,False,False,7533278767905899285,,7246725218872591361,mama.kaifa,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/4a1bc6b7bd073f766b5670ab445f9331~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=eba83b12&x-expires=1754067600&x-signature=VyI34D27A2EYFcD%2FDP65QoTsD3g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@andromeda_mercury/video/7533268539193576760,https://www.tiktok.com/@andromeda_mercury/video/7533268539193576760,https://www.tiktok.com/@andromeda_mercury/video/7533268539193576760,7533269745786602258,1753976050,2025-07-31T15:34:10.000Z,Doyan bgt main pahlawan2an prabsky😂,84,False,False,,3.0,6849465289970959362,habibnurm,https://p16-common-sign-va.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d7152e75&x-expires=1754067600&x-signature=p7UKDR2zNsZUH3t%2Fd63EG3sDKxk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
